2026-08-31T17:45:31.025477,4a2d1c0c-e2c9-416c-bff9-9ab213cf3817,upload,file_size_kb=1
2026-09-01T11:48:11.268274,f89d3026-7fac-4be5-a3df-e8a9d2b60e8a,upload,file_size_kb=1
2026-09-01T11:49:15.682551,ec8d4f38-eb3b-478c-9a7c-97e97a04ce64,upload,file_size_kb=1
2026-09-01T11:52:12.218255,demo,fixture_safe,
2026-09-01T11:52:19.816503,demo,fixture_changes,
2026-09-01T11:52:24.403970,demo,fixture_reject,
2026-09-01T11:53:08.579319,9adacf86-61d8-446c-b544-df3e0738c682,upload,file_size_kb=1
2026-09-01T11:55:49.138243,7c933e62-142b-4113-b40d-89d6e7690af6,upload,file_size_kb=1
2026-09-01T12:04:48.644163,23d28e5e-5b97-48de-8231-373cf3f3fa56,upload,file_size_kb=1
2026-09-01T12:05:21.810571,360452ec-7b7d-4f9e-8cd5-26bd83a6a9fe,upload,file_size_kb=1
2026-09-01T12:05:35.211138,24ba23c4-ea47-4bb6-8b4f-036f289bfb05,upload,file_size_kb=1
2026-09-01T12:11:39.389321,0df3c1ee-5b84-4e53-a837-6d180fd21b4a,upload,file_size_kb=1
2026-09-01T14:22:07.494406,478f5b10-1817-4c3b-a197-916a219c5d9e,upload,file_size_kb=1
2026-09-01T14:23:13.181552,c0fd0dd5-b298-4c24-ae1a-ec5d1c2e9a94,upload,file_size_kb=1
2026-09-01T14:24:12.513025,demo,fixture_safe,
2026-09-01T14:28:52.770036,b2ed7d47-9720-45a3-842d-1769babf00a4,upload,file_size_kb=1
2026-09-01T14:38:17.244944,e39ae2fd-4eba-4828-8704-b624abde55c4,upload,file_size_kb=1
2026-09-01T14:43:37.712290,500b4cea-7ae1-4677-bab2-549abca087bd,upload,file_size_kb=1
2026-09-01T16:04:00.794633,c6d1692c-c270-4533-b682-9d86003e2aa6,upload,file_size_kb=1
2026-09-01T16:28:24.939655,demo,fixture_safe,
2026-09-01T16:38:40.752512,demo,fixture_safe,
2026-09-01T16:47:19.129940,336634dc-8c95-4f65-ae9d-7c2769a64070,upload,file_size_kb=1
2026-09-01T16:53:51.183351,d3a79bd3-c2e5-4215-a18e-58cb1fa718d5,upload,file_size_kb=1
2026-09-01T16:54:29.194161,demo,fixture_safe,
2026-09-01T16:54:29.471286,demo,fixture_changes,
2026-09-01T16:54:29.736516,demo,fixture_reject,
2026-09-01T17:09:24.254124,89d1e7ad-c0bc-4dd4-8229-71e25a8667a9,upload,file_size_kb=1
2026-09-01T18:19:35.564851,demo,fixture_safe,
2026-09-01T18:27:52.821694,9db8b51e-895f-4f9e-99cf-553fd8c5e6da,upload,file_size_kb=1
2026-09-01T18:27:53.351601,demo,fixture_safe,
2026-09-01T18:45:28.588410,6c2fb73f-622e-4b72-9b46-df85c445c537,upload,file_size_kb=1
2026-09-01T18:45:28.609019,4ecb7eb7-3659-47b5-9691-6dd0528f6cab,feedback,action=deciding|useful=None|time_to_decision=0
2026-09-01T18:48:33.199672,demo,fixture_safe,
2026-09-01T18:48:33.208939,4ecb7eb7-3659-47b5-9691-6dd0528f6cab,feedback,action=deciding|useful=None|time_to_decision=None
2026-09-01T18:48:48.617508,demo,fixture_changes,
2026-09-01T18:48:48.623579,4ecb7eb7-3659-47b5-9691-6dd0528f6cab,feedback,action=deciding|useful=None|time_to_decision=None
2026-09-01T18:49:04.584080,demo,fixture_reject,
2026-09-01T18:49:04.597212,4ecb7eb7-3659-47b5-9691-6dd0528f6cab,feedback,action=deciding|useful=None|time_to_decision=None
2026-09-02T09:14:20.829731,a925347a-3c5a-4f8e-adbf-34469a7212c1,upload,file_size_kb=1
2026-09-02T09:14:20.849888,4ecb7eb7-3659-47b5-9691-6dd0528f6cab,feedback,action=deciding|useful=None|time_to_decision=0
2026-09-02T12:45:01.823749,demo,fixture_safe,
2026-09-02T12:45:01.841535,4ecb7eb7-3659-47b5-9691-6dd0528f6cab,feedback,action=deciding|useful=None|time_to_decision=None
